	text	DATES	FSBU	NK	FZ	KBK	FORMS	KND	NDFL	NPA	MONEY	UNCNOWN_NUM	KEYS	clear_text	lem_text
318	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
319	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
320	мрот 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот genцифра	мрот депцифра
321	мрот 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот genцифра	мрот депцифра
322	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
323	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
324	новости за неделю	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	новости за неделю	новость за неделя
325	новости недели	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	новости недели	новость неделя
326	учётная политика	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	учётная политика	учетный политика
327	что такое учетная политика	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	что такое учетная политика	что такой учетный политика
328	платежки 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	платежки genцифра	платежок депцифра
329	платежка 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	платежка genцифра	платежок депцифра
330	благодарю	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	благодарю	благодарить
331	благодарю	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	благодарю	благодарить
332	изменение 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменение genцифра	изменение депцифра
333	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
334	размеры аванса	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	размеры аванса	размер аванс
335	размер аванса	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	размер аванса	размер аванс
336	фсбу6	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['6']	['фсбу']	фсбуgenцифра	фсбудепцифра
337	фсбу6	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['6']	['фсбу']	фсбуgenцифра	фсбудепцифра
338	благодарю за ответ	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	благодарю за ответ	благодарить за ответ
339	благодарю за ответ	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	благодарю за ответ	благодарить за ответ
340	енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	енп	енс
341	что такое енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	что такое енп	что такой енс
342	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
343	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
344	ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	ндс	ндс
345	вопросы по ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	вопросы по ндс	вопрос по ндс
346	ответ на требование по ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	ответ на требование по ндс	ответ на требование по ндс
347	ответ на требования по ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	ответ на требования по ндс	ответ на требование по ндс
348	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
349	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
350	платежные поручения	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	платежные поручения	платежный поручение
351	платежное поручение	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	платежное поручение	платежный поручение
352	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
353	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
354	образцы платёжек 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	образцы платёжек genцифра	образец платежка депцифра
355	образцы платежек 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	образцы платежек genцифра	образец платежка депцифра
356	транспортный налог уведомление какой кбк указывать?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	транспортный налог уведомление какой кбк указывать?	транспортный налог уведомление какой кбк указывать
357	какой кбк указывать в уведомлении по транспортному налогу	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении по транспортному налогу	какой кбк указывать в уведомление по транспортный налог
358	спецпроект как законно снизить налоги и взносы	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	спецпроект как законно снизить налоги и взносы	спецпроект как законно снижать налог и взнос
359	спецпроект. как законно снизить налоги и взносы	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	спецпроект. как законно снизить налоги и взносы	спецпроект как законно снижать налог и взнос
360	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
361	ндфл 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['ндфл']	ндфл genцифра	ндфл депцифра
362	как учесть опоздавшую первичку	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как учесть опоздавшую первичку	как учитывать опаздывать первичка
363	опоздавшая первичка как учитывать	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	опоздавшая первичка как учитывать	опаздывать первичка как учитывать
364	платежные поручения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	платежные поручения genцифра	платежный поручение депцифра
365	платежные поручения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	платежные поручения genцифра	платежный поручение депцифра
366	6ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['6']	['ндфл']	genцифрандфл	депцифрандфл
367	6ндфл	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['6']	['ндфл']	genцифрандфл	депцифрандфл
368	ефс 1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1']	['ефс']	ефс genцифра	ефс депцифра
369	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
370	изменения на 2023 год.	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	изменения на genдатаод.	изменение на депдатаод
371	изменения на 2023 год	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	изменения на genдатаод	изменение на депдатаод
372	образцы заполнения платежных поручений в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образцы заполнения платежных поручений в genдатаоду	образец заполнение платежный поручение в депдатаод
373	образцы заполнения платежных поручений в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образцы заполнения платежных поручений в genдатаоду	образец заполнение платежный поручение в депдатаод
374	мрот 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот genцифра	мрот депцифра
375	мрот 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	мрот genцифра	мрот депцифра
376	добрый вечер, куда сдает 6-ндфл ип?	[]	[]	[]	[]	[]	[]	[]	['6-ндфл']	[]	[]	[]	['ндфл', 'ип']	добрый вечер, куда сдает genндфл ип?	добрый вечер куда сдавать депндфл ип
377	куда сдавать 6-ндфл ип	[]	[]	[]	[]	[]	[]	[]	['6-ндфл']	[]	[]	[]	['ндфл', 'ип']	куда сдавать genндфл ип	куда сдавать депндфл ип
378	здравствуйте. мрот 2023 г.	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте. мрот genдата.	здравствовать мрот депдат
379	мрот 2023 г	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	мрот genдата	мрот депдат
380	образцы заполнения платежных поручений в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образцы заполнения платежных поручений в genдатаоду	образец заполнение платежный поручение в депдатаод
381	образцы заполнения платежных поручений в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	образцы заполнения платежных поручений в genдатаоду	образец заполнение платежный поручение в депдатаод
382	сертификация услуг	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сертификация услуг	сертификация услуга
383	сертификация услуг	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сертификация услуг	сертификация услуга
384	енп 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['енп']	енп genцифра	енс депцифра
385	енп в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['енп']	енп в genцифра	енс в депцифра
386	ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	ндс	ндс
387	вопросы по ндс	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндс']	вопросы по ндс	вопрос по ндс
388	фсбу 27	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['27']	['фсбу']	фсбу genцифра	фсба депцифра
389	фсбу 27	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['27']	['фсбу']	фсбу genцифра	фсба депцифра
390	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
391	изменения 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	изменения genцифра	изменение депцифра
392	уведомления по страховым взносам	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	уведомления по страховым взносам	уведомление по страховой взнос
393	уведомление о страховых взносах	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	уведомление о страховых взносах	уведомление о страховой взнос
